Txhash,UnixTimestamp,DateTime,From,To,Value,ContractAddress,TokenName,TokenSymbol
0xced3189b8ca92366ceb92d4f19b2f18f9de7b6ba37ccabdd6c499d75f0a10f61,1644675092,2/12/22 14:11,0xbdfb6aa3639402b3d2bf41611c68299e72918b69,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0xbc82eb7be5315d7214b075fe220dd5d63d66ba6c8be4c0fa080bb11d2682992c,1644675095,2/12/22 14:11,0xa6a2b356718faf8cce70e78f06712f1ce5917d04,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x38558f6bed914420a31abd346fd834920382234e6a47fdce966539bd5ebfde65,1644675095,2/12/22 14:11,0xf46b9ce78894862e9bdad6e027bfcbf64864a782,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x9cdc13008ecd78a8c2d1a27ee8b191cce6956d39aa164a3b49b845f2945e9a52,1644675104,2/12/22 14:11,0x2c386b1623a38765fbe710c511402ec3e22fcdfa,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x2b91ba5c75a65a7d60facab6058fa89e0e8dfa97da64eb8e0102f331740806af,1644675110,2/12/22 14:11,0xec5658494f97f3ac41798cfd1d7f260f3143570d,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0xbe9a06720743d9b56c031e818d45d749d9da6946118bd026aa489c75ff0f0cd1,1644675113,2/12/22 14:11,0xca6224d4d9e32a49b13edb83a33ed8ae6a789e3e,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x834352701e9c75a195370a841cd72f4cce30712d31e7f26e393d0faa04f2390e,1644675119,2/12/22 14:11,0x29d6d6d84c9662486198667b5a9fbda3e698b23f,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x15d951a0526bd3642b47b66391ea69282571c896bc2f4c0af526cfd4f908075f,1644675152,2/12/22 14:12,0x145521c7256ff3e7d9fd3130cce83578570692c7,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x33d6330f827ef5613a01a09aa89845cd1e31b9ec9a87d1b5c3cb3fde4cd00778,1644675161,2/12/22 14:12,0x3f5b5930f62bccca5d844738af254c2f948d7617,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0xede80ca518709f8ccee48501491bcc94d0303c67f7629dc9ccb47f8092d2f8fd,1644675200,2/12/22 14:13,0xfe8a1f6c5519d3f5b1c82a16cb3c1cb7efa86a3c,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x785ee57e77e5017fd257962cff2f7aff6ec50155d3e30681ee3bcdf14729019e,1644675200,2/12/22 14:13,0x8683a57ae94ea5de8e215754a07edfd9b86e45fe,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0xda47d70c0d2a5d3e6c8da0108580288ebb1f2cb7b5afa56cb9c0b8f20ee61207,1644675212,2/12/22 14:13,0xed752de8ff035d2735449a92f6e9596fb18e00aa,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x3d8b4fb4b087a952fc98167325ee81224b221bdc9a0b46b0fdce97a691573e7e,1644675212,2/12/22 14:13,0xf46fddc77db870f13ae178dd702970807ee004f1,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x0573a72ad2148be1bf51e2a159ee3cd0e7caa632b5f221ea58071ef48371326e,1644675230,2/12/22 14:13,0x1632635d12c80bad5463c0eb1384d4eb093887c4,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x765f580ec68f5c24bcc854e853b3fcee09059e40c8b830fa538c9069aa34fe5d,1644675233,2/12/22 14:13,0xa92a96fe994f7f0e73593f4d88877636aa7790ba,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x3febec57498661b1072785921ca64f8e4a3a9d63c8fa0fbe466468be4cc14470,1644675236,2/12/22 14:13,0xedc2fdcc98b72e6e0406e795e485f1665ec8cfc6,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0xb0951aa6dba9bc936aa0dd7f822c4321e82a614ff41fb35220f8d59fa060c264,1644675236,2/12/22 14:13,0x4c6f7301d9232884082aac04a7e40ff1d01995e0,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0xc05a9a95214601bcdcdaa7d1f4dd47be508a3685aa0279722f7c9d269b921f9f,1644675242,2/12/22 14:14,0x3b9d42004aec05e6ee34112e978a086c70079143,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x00da98ef95dc3a67c454c048014c49efd4db60d5f6c7337fb9af45fb97290613,1644675263,2/12/22 14:14,0xfcb06f50d1a3f86d84b409b3ddb320b0ce73bdea,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0xa3902ef47ec7b8edbd38617c9f053a10ead4fabbcdead4058794b4933aab7b64,1644675302,2/12/22 14:15,0xb8465f48a5df65ce14409b6a5bc8c15b25e5b4dc,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0xf7b97778f7f3d2991ba94aa143b33d4793c80d55b44755785c3b8a0cfe559da8,1644675317,2/12/22 14:15,0x6251cc7872b89b4c96bbecf899537311b0c45e43,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x9c2e3e7f0901f82e5834123c6993e7969d7e037b38ba8b0dad830f63a87af4ce,1644675323,2/12/22 14:15,0x9bf912ead53e84f0c72b1d73aa6fb4503189acbf,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0xc9b9e221575f00de53cd7ee502321ac320bccb1f81cf345db68c4dfa33617197,1644675350,2/12/22 14:15,0xed38f94ba2b9fcbc595164348fb13560737598ec,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x7f986105b48aba9500d285fad0360426aa33c8dfe061f8bf5ddd80a9bf8e3d55,1644675428,2/12/22 14:17,0x5584162657788769914eafb14bc0e3dc57dbe812,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x074db9b44ec2e454c137ba9d8542468537d6d41afdc2b41a0eb9dc5385a129c6,1644675443,2/12/22 14:17,0x54578e896e21da2a8d01664ae810d00dd209b938,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x75c36e60139d332bb5e3c9ba4b804a5964962ff4e15eb32b81dd0cb17b612255,1644675521,2/12/22 14:18,0x442bee95d7fea5217431a02a0df4d10bb1e85e68,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0xe01efff549510719de385b37bf0a4d4dbab803ad486e826b7c1887b33301f4cd,1644675575,2/12/22 14:19,0xa954bc5cee349b24a2db1f69dabd5deca74829ed,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x84b7ae38a0dbb99a645760b0b4b763f8d433320e56601558d9322853d7e257bc,1644675626,2/12/22 14:20,0xe03db4f634df5293828db284ef5920d35e137b95,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0xa37af20bbe7858f352f06153688d64ff818f14ce39190d34a2983c497357111f,1644675641,2/12/22 14:20,0x71f30cd5b0c471089d06669e3cb7b3c3007b209b,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0xfefc67d8e01461927325cc882e6d431a9743442d6278de0dbae012be7a4ce960,1644675653,2/12/22 14:20,0x8f3ee6089e067fa84518b0633b8f898eed1be67a,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0xdf36798a7b98b351e2198194799691d05389539666898ee40af7f71efa767919,1644675731,2/12/22 14:22,0x7f1cd22f3e8dfac287cb6b1d29a4d28ecb797b9c,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0xd14f80578e65233a064edb5e36e7ff8c207d4017df70017245464c50f4f0803e,1644675764,2/12/22 14:22,0x6a5fb847f5a7607eda80b3b8c1e09b24706948b6,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x21c06afdd800e8805b11d874ac80ba5632f36721a3ab5d966a37a294c9d03b23,1644675800,2/12/22 14:23,0xea5c99799b2d2846ab64cb9c0064fe1ad083009b,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0xd8e68731a40ed7bdec98ef49f92359a5c61597a7bdc448ab9f63cf624931be59,1644675878,2/12/22 14:24,0x292468e60a16a007126a51e85bf862288050cea2,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x89e4b42031515c2d4631820b74a024cd539012fe65efe71ec72a3ba8e7a2d87b,1644676139,2/12/22 14:28,0x030a8ef8d7a2b801ab0e1bb401e58a048f6e3e2e,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x432a59726cfda2732fe0a1aef50183ca77112c113cf48f65e7cfc459a746c47b,1644676166,2/12/22 14:29,0x85e2c6ca479c3f5921cb83c9f1d39e7efb6a05e1,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x47fb38d2f883610b294d2b2b8af170411935e76003e2d525fcc3f4012be6840c,1644676205,2/12/22 14:30,0x95f94e7328fc884c89a915647da79f34c5dc565b,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x75e2184f4abcd1658243b3c1cca86e63fe87340b70dd7fb126a3944c5c3d78b8,1644676265,2/12/22 14:31,0xa94b40c53432f0576e64873ce1cead1aae62fc90,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x22009719a149fb5291959150abf8cb29d2277df6abd957583181787dbef8e414,1644676632,2/12/22 14:37,0xde9b9a2b33e136a6fda98005e85585f83e536da7,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0xacb7a8562e0948f48deddbbc93eccd5ef325a1c5e56d5e4b8f959eff304687db,1644676881,2/12/22 14:41,0xf92908e3c129cdd7748b8b6edd5b4c844e224f5f,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0xb72a67f0a4e3f45390205bd108d7347346f6c8c5bd26489adb5a79d525657b75,1644676929,2/12/22 14:42,0xec521fec7678e15923b9e66507751c04fee2ecb1,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x73691d967b517dea303c9c6a3142186d8d92a1f425b6ee61b8fd6fcda9c8f17e,1644677205,2/12/22 14:46,0xf600195d96f2acdca9e5e192ad6b5793daa01f0d,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0xe3606119fab98342ea3024385609d83c5c93d6d29bcf9c9963828214550e5a10,1644677541,2/12/22 14:52,0x03a3f0fddc50a18ed6b97b29dc4f4e65ef929b83,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x1299cedadca63fbc1478d79b793e651c8898649eb3a34e78fe4ce012800ba24b,1644677565,2/12/22 14:52,0x077c5d343e226e7e152246780be2bca2af91631e,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0xba324c50fe6b5be3f66fafea3d1ad31347f80ba6fe5ab49381a1ad6df9807c51,1644677682,2/12/22 14:54,0x75f82bc64cd8b7e8d6ce8611ab2600a9cb01179f,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0xcf6d9f1b407996ade8c3320129a7dba448f8b57e300d1d8ae312aa0cf67898a9,1644678060,2/12/22 15:01,0x23df7d65617f4b40f4e12405466a5e1ffe6f38de,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x49b9e80ffc6c76540a6244ef19711391d529135702a3e4c00249770c2e2781a3,1644678282,2/12/22 15:04,0xa79cc4e54edda99d040034dce2b7556fdf30c162,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x6818c07927b67da6a50c8f9088a9a92200cc142b0d0e72747e0274098e9eda27,1644678321,2/12/22 15:05,0x0c546b50e838f2d748f86ad743295aacee501268,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0xce8595f0999a2bee9fc5abca0c833ffee37f9a0245d75e1db47280f5c7c91652,1644678743,2/12/22 15:12,0xc157c1a70e9f6b4a823f329b792f043125199760,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0xd60b771f6864fd78542798cae61a1718dcb11938c07344290d6689f96a35834a,1644678758,2/12/22 15:12,0xc7679d1f635ef3a6d47a00b6404e455341235d91,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0xcb863f2bcc78fb682b0332ad3ef18c2acec0ae20432aee4a389788b22cddb785,1644678922,2/12/22 15:15,0x3bd8b9edb053902fd71578761ba238acfbdb0c1b,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0xab8944274d0fe8988566064654ad5293ac735bbd1d8c96cb1c4a1d95448f86c6,1644679336,2/12/22 15:22,0x3bc78c5fb49f5a50aed564dabea2512b0fad37e6,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0xe9698edc79675a1d87c673927318e7defe99e75440f8c453d3ea2a12abbf60e9,1644679510,2/12/22 15:25,0x0b5fe588e5738a0bb9df4491a1529256d6a11c1b,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0xce748699c91979d617452efc62fcdeecbbd7b863f57d723ea54d86f58de8ab98,1644679876,2/12/22 15:31,0xb06e84a8d27d650412cb87b541c87b3e5e7ff42e,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x62a1500d81984399637dd2596e1b9421fe5aa755d610600991cd2e1d2f0fa858,1644679903,2/12/22 15:31,0xe212c1330a24c4151ca142f8e0da778303ca2b2e,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x7cf52c63ed5ad308288078a725d4a3eadcf2d7c23fb8be5fd2e3d53e2e9fdfd2,1644680272,2/12/22 15:37,0x6c74df3702806a6321e3def4230502f02529423e,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0xa3102a9be8afa7b435197363dc4fe4c1480d18281d1544a56c93ce1be5bfaf01,1644680905,2/12/22 15:48,0x9a5590a23d4a812a9cd49b03fc987b6cb32aff54,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x4211ad78d243ad51d9cb4c9a509c1c0fe313cde4c194140d48999634dc4e373e,1644680995,2/12/22 15:49,0x5452ebfd7197063a379c414a1c6fcb802ed410bb,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x86200e906e2fcbcdc3d890542faeae7f64aff39c020c9b8cc726c994b3e46795,1644681241,2/12/22 15:54,0xff764c5fabf5ed436a01b674dfc3952611e53bf8,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x05417b2ab4cc6f26047d8843114b7e2287d4a9d6da211ba3e6cccb64f4286509,1644681397,2/12/22 15:56,0x45397b29dfe0a6c598438e3952da530f1a47c19a,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x31ec419f80a96b89ad65b4eb5609efe2cf4603be0446ee09b95a76cafb819433,1644681508,2/12/22 15:58,0x637499aa04d5ad5e4bbabb4bca0ab379762da1a2,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x518a6f1df79d6af1e3a4ade63cc8dfd55fbf50f9e9d83f9d82ea703f5ddf76f5,1644681508,2/12/22 15:58,0x5dfe825d9f7afc54e5464124ee6a98dcffdf0064,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0xb8955cb1416d31a9a2a9b8071c97473f71faa3f41d700f519c132a9121f22199,1644681619,2/12/22 16:00,0x1d4f49db36e50a4f32c1b154e96e0139ec45810b,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x9e6373f1e90867c09f6e98ab4e105a928700ca1a9464adbcdb1a3d166cabeea0,1644681679,2/12/22 16:01,0x4981d1b985d0b486009da7e5a01035602f57a334,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0xb96e15889dc1404c6cc001d1eacb95db98b8f80e142aaf5f6e7e8c631f06a30f,1644681766,2/12/22 16:02,0x3f957941ddf35b3d49a4e66fed6364855d277f5e,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0xd83e43043b946219cdc0b67f7312a738c70b0fbb0b829e676d357e7a6f6a2950,1644681832,2/12/22 16:03,0x344faed42991b400dd791f540ab567f05070dcd9,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0xbdca6744bc4d0325ab7cf212384ec8a6592a261c8cdd142c3e423487302d6f07,1644681952,2/12/22 16:05,0x00871a1b6fb7746d99273587f59f504b22845290,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x21d65060573bf97bd226fc0bf069c13bf8a1c56aeffd3b28f038d07d756da2da,1644682018,2/12/22 16:06,0x3dbb8f862c2f83c5e78e9469e4d0f1f239d88e80,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x45d45f383cac920e79e61a87e337d276e11a5769588037e0de3f274f3fdab24d,1644682033,2/12/22 16:07,0xdec0451c0368ffaa99ffe99d5dec9aef2b8cc87c,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x0bb9d97ea9bb4f1932fb1069cbd2c041e5f7a5f7a37b2318fb2d19c71a2d7dcd,1644682243,2/12/22 16:10,0x62b0d8f5fc825af64afcca197d1a66f537a8829f,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x10f294812f65ea1a782328475415f5c3a79c6baeeafca1bd8c0ef35bdfca4b28,1644682249,2/12/22 16:10,0x0be13faf439cc58962ba813328f52638cb4fd20b,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0xa15b0f4f5fdbf5bdf533d6965fbba7116485719ab896d86f8b942bc14b895ad5,1644682330,2/12/22 16:12,0xc5d2aedd0582a31e42700001d01e754c6eaee62d,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0xc4983b59679d6f335c0d5c6a25fced18ed0fb0b85a9e98f32bb2c0613902ea2d,1644682720,2/12/22 16:18,0xc485a40c286182e4767d1cf382c382011dd82bf6,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
0x825737d74b994ae31c30c09eae2cd4a36b1874b9e031041c24df82686801167f,1644682750,2/12/22 16:19,0x0df20a129be3ef3efd924e1bcdcbe09b32396805,0x09cbfcc18ce667ecc7eeb186883411dc5592c1ae,100,0x1ce440d1a64eea6aa1db2a5aa51c9b326930957c,A2DAO Token,ATD
